ForeignWorker,Age,LoanAmount,NumberOfLiableIndividuals,Gender,CheckingAccountBalance_geq_200,LoanDuration,YearsAtCurrentHome,HasGuarantor,NumberOfOtherLoansAtBank,OtherLoansAtStore,LoanRateAsPercentOfIncome,is_not_ood
5.05,-0.31,5.47,-0.42,-1.48,-0.26,2.32,-0.77,-0.24,-0.7,0.0,-1.75,1
-0.2,-0.03,-0.12,-0.39,0.68,-0.26,0.79,0.14,-0.24,1.04,0.0,-0.86,0
-0.2,-0.12,0.09,-0.42,-1.48,-0.26,-0.9,-0.19,-0.24,-0.17,0.0,0.92,0
-0.2,2.22,-0.36,-0.39,0.68,-0.26,-0.21,-0.23,-0.24,-0.7,0.0,0.92,0
-0.2,0.13,-0.36,-0.42,-1.48,-0.26,-0.1,-0.09,-0.24,-0.12,0.0,0.92,0
-0.2,0.56,1.75,-0.42,0.68,-0.26,1.3,1.05,-0.24,4.53,0.0,-0.86,1
-0.2,-0.75,-0.24,-0.42,0.68,-0.26,-0.01,-0.09,-0.24,-0.23,0.0,-0.86,0
-0.2,-0.4,-0.46,-0.42,-1.48,-0.26,-0.28,-0.11,-0.24,-0.7,0.0,-1.75,0
-0.2,-0.57,0.12,0.15,0.68,-0.26,-0.21,0.21,-0.24,-0.12,0.0,0.92,0
-0.2,0.06,-0.46,-0.39,0.68,-0.26,-0.21,0.14,-0.24,-0.12,0.0,-0.86,0
-0.2,-0.48,-0.67,-0.42,0.68,-0.26,-0.1,-0.59,-0.24,-0.7,0.0,-1.75,0
-0.2,-0.75,-1.04,-0.42,-1.48,-0.26,-1.24,-1.69,-0.24,-0.7,0.0,0.92,1
-0.2,0.06,-0.24,-0.42,-1.48,-0.26,-0.04,-0.59,-0.24,-0.7,0.0,0.92,0
-0.2,-0.22,-0.76,-0.42,-1.48,-0.26,-0.23,-0.77,-0.24,-0.7,0.0,0.92,1
-0.2,2.75,0.23,-0.42,-1.48,-0.26,-0.23,1.05,-0.24,-0.7,0.0,-0.86,1
-0.2,1.44,-0.37,-0.39,-1.48,-0.26,-0.99,-0.09,-0.24,-0.22,0.0,-0.86,0
-0.2,0.06,0.44,-0.42,0.68,-0.26,-0.01,-0.59,-0.24,1.04,0.0,-0.86,0
-0.2,-0.08,-0.37,-0.42,0.68,-0.26,-0.73,-0.09,-0.24,1.33,0.0,0.92,0
-0.2,0.13,-0.12,-0.39,0.68,-0.26,1.73,-1.69,-0.24,-0.17,0.0,-0.86,0
-0.2,0.74,-0.36,2.38,0.68,-0.26,-0.37,0.14,-0.24,1.33,0.0,0.92,0
-0.2,-0.6,-0.28,-0.42,0.68,-0.26,-0.23,-1.69,-0.24,-0.22,0.0,-0.86,0
-0.2,0.28,-0.11,-0.42,0.68,-0.26,-0.01,1.05,-0.24,-0.24,0.0,0.03,0
-0.2,-0.83,-0.5,2.38,-1.48,-0.26,-0.48,-0.19,-0.24,1.33,0.0,-0.86,0
-0.2,-0.92,2.14,-0.15,-1.48,-0.26,-0.01,1.05,-0.24,1.33,0.0,-0.86,0
-0.2,-0.31,-0.19,2.38,0.68,-0.26,-0.99,-0.77,-0.24,-0.7,0.0,-1.75,1
-0.2,0.06,-0.91,-0.42,0.68,-0.26,-0.73,0.16,4.12,-0.15,0.0,-0.86,0
-0.2,0.28,2.14,-0.42,0.68,-0.26,1.73,1.05,-0.24,2.78,0.0,0.03,0
-0.2,1.0,-0.28,-0.42,0.68,-0.26,-0.2,-0.77,-0.24,-0.24,0.0,-0.86,0
-0.2,-1.1,-0.11,-0.42,-1.48,-0.26,-0.16,0.14,-0.24,0.39,0.0,0.92,0
-0.2,0.74,-0.75,-0.42,0.68,-0.26,-0.73,1.05,-0.24,-0.7,0.0,0.92,1
-0.2,-0.03,-0.5,-0.42,-1.48,-0.26,-0.01,0.86,-0.24,-0.7,0.0,0.03,0
-0.2,-0.22,-0.43,-0.42,0.68,-0.26,-0.23,-1.69,-0.24,-0.7,0.0,0.92,1
-0.2,-0.12,-0.12,-0.42,0.68,-0.26,-0.8,-1.69,-0.24,-0.12,0.0,-0.86,0
-0.2,1.53,0.59,2.38,0.68,-0.26,-0.28,0.02,-0.24,-0.12,0.0,0.03,0
-0.2,0.3,0.09,-0.42,0.68,-0.26,-0.01,0.02,-0.24,-0.7,0.0,0.92,0
-0.2,1.44,-0.24,-0.42,-1.48,-0.26,0.28,-0.23,-0.24,-0.15,0.0,0.92,0
-0.2,-0.66,-0.36,-0.15,0.68,-0.26,-0.23,0.14,-0.24,-0.17,0.0,0.03,0
-0.2,-0.08,-0.36,-0.42,-1.48,-0.26,1.73,0.86,-0.24,-0.7,0.0,-0.86,0
-0.2,0.1,0.09,2.38,0.68,-0.26,-0.04,-0.09,-0.24,1.33,0.0,0.92,0
-0.2,-0.08,-0.24,2.38,0.68,-0.26,-0.48,-0.77,-0.24,-0.17,0.0,-0.86,0
-0.2,-0.08,-0.11,-0.42,0.68,-0.26,-0.01,0.02,-0.24,-0.15,0.0,0.92,0
-0.2,-0.92,-0.01,-0.42,0.68,-0.26,-0.23,0.14,-0.24,-0.7,0.0,-1.75,1
-0.2,-0.03,2.14,-0.42,0.68,3.88,-0.01,0.02,-0.24,2.78,0.0,-0.86,0
-0.2,-0.03,-0.28,-0.39,0.68,-0.26,-0.01,-0.59,-0.24,-0.17,0.0,0.92,0
-0.2,-0.12,1.2,-0.42,0.68,-0.26,0.28,-0.77,-0.24,-0.17,0.0,0.92,0
5.05,-0.75,-0.36,-0.42,0.68,3.88,-0.01,-0.11,-0.24,-0.23,0.0,-0.86,0
-0.2,2.57,-0.12,-0.39,0.68,-0.26,-0.28,1.05,-0.24,-0.7,0.0,0.92,0
-0.2,3.01,-0.24,-0.42,0.68,-0.26,-0.16,1.05,-0.24,-0.22,0.0,-0.86,0
-0.2,0.28,-0.5,-0.42,0.68,-0.26,-0.21,0.14,-0.24,-0.7,0.0,-0.86,0
-0.2,-0.48,-0.11,-0.42,-1.48,3.88,-0.16,-0.09,-0.24,-0.22,0.0,-0.86,0
-0.2,-0.92,-0.5,-0.42,0.68,-0.26,1.56,-0.09,4.12,1.04,0.0,-0.86,0
-0.2,0.91,-0.75,-0.42,0.68,-0.26,-0.23,0.14,-0.24,1.04,0.0,0.92,1
-0.2,1.44,-0.21,-0.42,0.68,-0.26,-1.24,-0.23,-0.24,-0.7,0.0,-0.86,0
-0.2,-0.6,0.09,-0.42,0.68,-0.26,1.73,0.02,-0.24,-0.22,0.0,-0.86,0
5.05,0.06,-0.4,-0.39,-1.48,-0.26,-0.37,0.14,-0.24,1.04,0.0,-0.86,0
-0.2,-0.12,-0.5,-0.42,0.68,-0.26,-0.73,1.05,-0.24,-0.24,0.0,0.92,0
-0.2,0.06,-0.24,-0.15,0.68,-0.26,0.54,0.16,-0.24,-0.17,0.0,0.92,0
-0.2,0.04,-0.47,-0.15,0.68,-0.26,-0.23,0.16,-0.24,-0.12,0.0,0.03,0
-0.2,1.61,-0.35,-0.42,0.68,-0.26,0.28,0.16,-0.24,-0.12,0.0,0.92,0
-0.2,-0.57,-0.36,-0.39,0.68,-0.26,-0.04,-0.77,-0.24,-0.12,0.0,-0.86,0
-0.2,-0.12,-0.5,-0.42,0.68,-0.26,-0.16,0.21,-0.24,-0.12,0.0,0.92,0
-0.2,-1.27,-0.17,-0.42,0.68,-0.26,-0.23,0.14,-0.24,-0.7,0.0,-1.75,1
-0.2,-0.03,-0.46,-0.42,0.68,-0.26,-0.73,-0.77,-0.24,-0.15,0.0,0.92,0
-0.2,-0.48,-0.36,-0.42,0.68,-0.26,-0.01,0.02,-0.24,1.33,0.0,0.92,0
-0.2,-0.12,0.09,-0.42,-1.48,-0.26,0.28,0.86,-0.24,1.04,0.0,0.92,0
-0.2,0.1,-0.46,-0.42,0.68,-0.26,0.03,0.14,-0.24,1.04,0.0,0.92,0
-0.2,-0.48,-0.24,-0.42,-1.48,-0.26,-0.28,-0.77,-0.24,-0.7,0.0,-1.75,0
-0.2,1.44,-0.37,-0.42,0.68,-0.26,-0.28,-0.77,-0.24,-0.15,0.0,0.92,0
-0.2,1.44,-0.12,-0.42,0.68,-0.26,-0.04,1.05,-0.24,-0.24,0.0,0.92,0
-0.2,-1.36,-0.6,-0.42,-1.48,-0.26,-0.82,-1.69,-0.24,-0.7,0.0,0.92,1
-0.2,-0.48,-0.28,2.38,0.68,-0.26,-0.01,-0.19,-0.24,-0.17,0.0,0.92,0
-0.2,-0.05,-0.47,-0.42,0.68,-0.26,-0.99,0.14,-0.24,-0.7,0.0,0.92,1
-0.2,-0.48,-0.46,-0.42,0.68,-0.26,-0.21,0.02,4.12,2.78,0.0,0.92,0
-0.2,-0.57,-0.36,-0.42,0.68,-0.26,-0.48,-1.69,-0.24,-0.23,0.0,0.92,0
-0.2,0.06,-0.65,-0.42,0.68,-0.26,-0.23,-0.09,-0.24,-0.12,0.0,0.92,0
-0.2,1.44,-0.36,-0.42,0.68,-0.26,-0.01,0.02,-0.24,-0.12,0.0,0.92,0
-0.2,0.06,0.26,-0.42,0.68,-0.26,-0.1,-0.59,-0.24,-0.7,0.0,0.92,0
5.05,-0.57,-0.63,2.38,0.68,3.88,-1.41,-0.77,-0.24,-0.7,0.0,-1.75,1
-0.2,0.1,0.06,-0.39,0.68,3.88,1.73,-0.11,-0.24,-0.17,0.0,-0.86,0
-0.2,-0.4,-0.37,-0.39,0.68,-0.26,-0.28,-0.77,-0.24,1.04,0.0,-1.75,0
-0.2,0.28,0.09,0.15,0.68,-0.26,-0.01,0.16,-0.24,-0.24,0.0,0.92,0
-0.2,-0.83,-0.37,-0.42,0.68,-0.26,0.79,-0.09,-0.24,1.04,0.0,-0.86,0
-0.2,-0.6,-0.36,-0.42,0.68,-0.26,-0.04,-0.77,-0.24,-0.23,0.0,-0.86,0
-0.2,-0.48,-0.79,-0.42,0.68,-0.26,-0.23,0.14,4.12,1.04,0.0,0.03,1
-0.2,1.44,-0.24,-0.42,0.68,-0.26,0.03,-0.19,-0.24,0.39,0.0,0.92,0
-0.2,-1.18,0.09,-0.42,0.68,-0.26,-0.73,0.21,-0.24,0.39,0.0,-0.86,0
-0.2,-0.75,0.32,-0.42,0.68,-0.26,0.28,0.14,-0.24,1.04,0.0,0.03,1
-0.2,1.26,-0.46,-0.42,-1.48,-0.26,-0.04,-0.09,-0.24,-0.15,0.0,0.92,0
-0.2,1.0,-0.66,2.38,0.68,-0.26,-0.73,1.05,-0.24,2.78,0.0,0.92,1
-0.2,-0.12,0.14,0.34,0.68,-0.26,-0.01,1.05,-0.24,0.39,0.0,-0.86,0
-0.2,0.1,-0.77,-0.42,-1.48,-0.26,1.73,-0.09,4.12,-0.7,0.0,0.92,0
-0.2,0.1,0.09,-0.42,-1.48,3.88,-1.24,0.02,-0.24,1.33,0.0,-0.86,0
-0.2,-0.48,-0.12,-0.42,-1.48,-0.26,-0.28,-0.09,-0.24,-0.24,0.0,0.92,0
-0.2,-0.57,-0.38,-0.42,-1.48,-0.26,-0.73,-0.77,-0.24,-0.7,0.0,-0.86,1
-0.2,-0.03,-0.28,-0.42,0.68,-0.26,-0.37,0.16,-0.24,-0.24,0.0,0.03,0
-0.2,-0.08,2.14,0.15,0.68,-0.26,-0.2,0.21,-0.24,-0.7,0.0,0.92,0
-0.2,-0.03,-0.12,-0.42,0.68,-0.26,0.28,0.86,-0.24,-0.12,0.0,0.92,0
-0.2,-0.48,-0.5,-0.42,-1.48,-0.26,1.73,-0.09,-0.24,-0.7,0.0,0.92,0
-0.2,-0.57,0.09,-0.42,-1.48,-0.26,0.28,-0.59,-0.24,-0.7,0.0,-1.75,0
-0.2,-0.08,0.99,-0.42,0.68,-0.26,-0.37,0.16,-0.24,-0.7,0.0,0.92,0
-0.2,-0.6,-0.5,-0.42,0.68,3.88,-0.04,-0.11,-0.24,-0.7,0.0,-0.86,0
-0.2,0.28,-0.73,0.15,0.68,-0.26,-0.28,-0.23,-0.24,-0.12,0.0,-1.75,0
-0.2,0.28,-0.24,-0.42,-1.48,-0.26,-0.01,0.21,-0.24,-0.7,0.0,-0.86,0
-0.2,3.36,-0.28,-0.42,0.68,-0.26,0.28,-0.59,-0.24,-0.7,0.0,0.03,0
-0.2,2.14,-0.12,-0.42,0.68,-0.26,-0.21,0.86,-0.24,-0.15,0.0,-1.75,0
5.05,1.09,-0.12,-0.42,0.68,-0.26,-0.2,-0.09,-0.24,-0.12,0.0,-1.75,0
-0.2,-0.48,-0.28,-0.42,0.68,-0.26,0.54,-0.77,-0.24,-0.12,0.0,-1.75,0
-0.2,-1.01,0.39,-0.42,-1.48,-0.26,2.32,1.05,-0.24,-0.7,0.0,0.03,1
-0.2,0.06,-0.13,-0.42,0.68,-0.26,-0.2,1.05,-0.24,-0.7,0.0,0.03,0
-0.2,1.0,-0.08,-0.42,0.68,3.88,0.79,1.05,-0.24,-0.7,0.0,0.92,1
-0.2,-0.48,0.09,-0.42,0.68,-0.26,-0.1,1.05,-0.24,-0.7,0.0,0.92,0
-0.2,-0.13,-0.5,-0.42,0.68,-0.26,-0.21,0.14,-0.24,-0.15,0.0,0.92,0
-0.2,0.28,-0.36,0.34,0.68,-0.26,-0.73,-0.59,-0.24,1.04,0.0,0.92,0
-0.2,-0.48,-0.12,-0.42,0.68,-0.26,-0.1,1.05,-0.24,-0.17,0.0,0.03,0
-0.2,0.28,2.14,-0.39,0.68,-0.26,-0.73,0.86,-0.24,-0.12,0.0,-0.86,0
-0.2,-0.57,-0.24,2.38,0.68,-0.26,-0.28,-0.09,-0.24,1.04,0.0,-0.86,0
-0.2,-0.57,-0.37,0.15,-1.48,-0.26,0.28,1.05,-0.24,-0.12,0.0,-0.86,0
-0.2,-0.08,-0.11,2.38,0.68,-0.26,-0.16,0.86,-0.24,1.04,0.0,0.03,0
-0.2,-0.12,-0.69,-0.42,0.68,3.88,-0.2,0.86,-0.24,-0.7,0.0,0.92,0
-0.2,0.06,-0.26,-0.42,0.68,-0.26,-0.16,1.05,-0.24,0.39,0.0,0.03,0
-0.2,-1.36,-0.24,-0.39,0.68,3.88,-0.2,-0.59,-0.24,-0.17,0.0,0.92,0
-0.2,1.44,-0.11,-0.15,0.68,-0.26,3.34,1.05,-0.24,1.33,0.0,-0.86,0
-0.2,-0.05,-0.81,-0.42,0.68,-0.26,-0.73,1.05,-0.24,1.04,0.0,0.92,1
-0.2,-0.48,-0.37,-0.42,-1.48,-0.26,-0.16,0.14,-0.24,-0.22,0.0,-0.86,0
-0.2,1.0,-0.24,-0.39,0.68,-0.26,1.3,1.05,-0.24,-0.7,0.0,0.03,0
-0.2,0.04,-0.46,-0.42,0.68,-0.26,-0.48,0.86,-0.24,-0.7,0.0,-0.86,0
-0.2,0.1,2.14,-0.42,-1.48,-0.26,0.28,-0.11,-0.24,-0.7,0.0,0.92,0
-0.2,-0.57,0.2,2.38,0.68,-0.26,-0.37,-0.77,-0.24,1.04,0.0,0.03,0
-0.2,-0.48,-0.54,-0.42,0.68,-0.26,-1.24,-0.77,-0.24,1.04,0.0,-0.86,1
-0.2,-0.48,-0.47,0.15,0.68,-0.26,-0.16,1.05,-0.24,-0.7,0.0,0.03,0
5.05,0.28,-0.72,-0.39,0.68,-0.26,-0.1,0.86,-0.24,-0.23,0.0,0.03,0
-0.2,0.83,0.1,2.38,0.68,-0.26,-0.73,0.14,-0.24,-0.7,0.0,-0.86,1
-0.2,0.1,-0.07,-0.42,0.68,-0.26,-0.28,0.21,-0.24,-0.24,0.0,0.03,0
-0.2,-0.48,-0.37,-0.15,0.68,-0.26,-0.28,0.14,-0.24,-0.17,0.0,0.92,0
-0.2,0.91,0.25,2.38,0.68,-0.26,2.32,1.05,-0.24,-0.7,0.0,0.92,1
-0.2,0.1,-0.11,-0.42,-1.48,-0.26,0.79,0.16,-0.24,1.33,0.0,0.92,0
-0.2,1.44,-0.5,-0.15,0.68,-0.26,1.73,-0.77,-0.24,-0.7,0.0,0.03,0
-0.2,0.1,-0.12,-0.42,0.68,-0.26,-0.01,1.05,-0.24,0.39,0.0,0.92,0
-0.2,-0.08,0.2,-0.42,-1.48,-0.26,-0.16,0.16,-0.24,-0.17,0.0,0.92,0
-0.2,0.28,0.1,-0.42,0.68,-0.26,-0.1,-0.59,4.12,-0.7,0.0,-0.86,0
5.05,-0.12,-0.5,-0.15,0.68,-0.26,-0.2,0.02,4.12,-0.7,0.0,-1.75,0
-0.2,-0.08,-0.32,-0.42,0.68,3.88,-0.48,-0.77,-0.24,-0.15,0.0,-0.86,0
-0.2,-0.4,-0.36,-0.42,-1.48,-0.26,1.3,-0.09,-0.24,1.04,0.0,-0.86,0
-0.2,0.28,-1.01,-0.42,0.68,-0.26,-1.24,0.21,-0.24,0.39,0.0,0.92,0
-0.2,-0.57,-0.46,0.34,0.68,-0.26,-0.21,-0.77,-0.24,-0.23,0.0,0.03,0
-0.2,-0.66,-0.99,-0.39,0.68,-0.26,-1.24,0.14,4.12,-0.23,0.0,0.03,0
-0.2,-0.03,0.46,0.34,0.68,-0.26,-0.8,0.02,-0.24,-0.12,0.0,0.92,0
-0.2,-0.6,0.09,0.34,0.68,-0.26,-0.04,0.14,-0.24,1.04,0.0,-0.86,0
-0.2,-0.6,0.26,-0.42,0.68,3.88,-0.9,-0.19,4.12,-0.7,0.0,-1.75,0
-0.2,2.49,-0.11,0.15,-1.48,-0.26,-0.28,1.05,-0.24,-0.23,0.0,-0.86,0
-0.2,-0.03,-0.37,-0.42,0.68,-0.26,1.73,1.05,-0.24,2.78,0.0,-1.75,0
-0.2,-0.4,-0.28,0.34,0.68,-0.26,-0.01,-0.77,-0.24,-0.12,0.0,0.03,0
-0.2,0.1,-0.68,-0.42,-1.48,-0.26,1.73,0.16,-0.24,1.33,0.0,0.03,0
-0.2,-0.12,1.57,-0.42,0.68,-0.26,-0.2,1.05,-0.24,-0.22,0.0,-1.75,0
-0.2,0.1,1.74,2.38,-1.48,-0.26,-0.2,0.02,-0.24,1.04,0.0,0.03,0
-0.2,-0.13,-0.63,-0.42,-1.48,-0.26,-0.99,0.14,-0.24,1.04,0.0,-0.86,1
-0.2,0.91,-0.36,-0.42,0.68,-0.26,0.28,0.86,-0.24,-0.12,0.0,0.92,0
-0.2,0.06,2.14,-0.39,0.68,-0.26,-0.73,0.02,-0.24,-0.7,0.0,-1.75,0
-0.2,-0.83,-0.37,-0.42,-1.48,-0.26,-0.8,-0.11,-0.24,1.04,0.0,-0.86,0
-0.2,-0.83,-0.11,-0.42,-1.48,3.88,-0.01,0.02,-0.24,-0.7,0.0,-0.86,0
-0.2,-0.48,-0.44,-0.42,0.68,-0.26,0.28,-0.77,-0.24,1.04,0.0,-0.86,1
-0.2,0.06,-0.13,-0.42,0.68,-0.26,-0.01,-0.09,-0.24,-0.23,0.0,0.03,0
-0.2,2.49,0.09,-0.39,-1.48,-0.26,-0.8,1.05,-0.24,-0.7,0.0,-0.86,0
-0.2,-0.12,-0.3,-0.42,0.68,-0.26,-1.16,-0.19,4.12,-0.7,0.0,0.03,0
-0.2,-0.22,-0.72,-0.42,0.68,-0.26,-0.23,-0.77,-0.24,-0.7,0.0,0.92,1
-0.2,0.48,-0.11,0.34,0.68,3.88,1.73,-0.59,-0.24,-0.7,0.0,-0.86,0
-0.2,-0.03,-0.46,-0.42,0.68,-0.26,0.28,-0.09,-0.24,0.39,0.0,-0.86,0
-0.2,0.1,2.14,-0.42,0.68,-0.26,-0.04,0.21,-0.24,-0.24,0.0,0.92,0
-0.2,0.1,-0.37,-0.39,-1.48,-0.26,-0.16,0.16,-0.24,-0.7,0.0,-1.75,0
-0.2,0.13,0.09,2.38,0.68,-0.26,-0.21,-0.77,-0.24,-0.7,0.0,0.92,0
-0.2,-0.48,2.14,-0.42,-1.48,-0.26,-0.73,-0.77,-0.24,-0.17,0.0,0.92,0
-0.2,0.28,2.14,0.15,0.68,-0.26,-0.8,0.14,-0.24,-0.7,0.0,0.92,0
-0.2,-0.75,-0.83,-0.42,0.68,-0.26,0.28,0.14,-0.24,1.04,0.0,0.92,1
-0.2,-0.66,0.34,-0.15,0.68,-0.26,0.28,0.21,-0.24,1.33,0.0,0.92,0
-0.2,0.04,0.24,2.38,0.68,-0.26,0.54,-0.77,-0.24,-0.7,0.0,0.92,1
-0.2,-0.66,0.34,-0.42,0.68,-0.26,0.28,1.05,-0.24,-0.7,0.0,0.92,1
-0.2,-0.57,-0.92,-0.39,0.68,-0.26,-0.73,-1.69,-0.24,-0.7,0.0,0.92,0
-0.2,-0.08,-0.76,-0.42,-1.48,-0.26,-0.23,-0.19,-0.24,-0.7,0.0,0.92,0
-0.2,-0.31,0.23,-0.42,0.68,-0.26,0.28,-0.77,-0.24,-0.7,0.0,-1.75,1
-0.2,-0.31,0.23,-0.42,0.68,-0.26,0.28,-0.77,-0.24,-0.7,0.0,-1.75,1
-0.2,-0.57,-0.79,-0.42,-1.48,3.88,-0.01,0.02,-0.24,-0.22,0.0,-0.86,0
-0.2,0.1,-0.36,0.34,0.68,-0.26,-0.82,-0.23,-0.24,-0.12,0.0,-1.75,0
-0.2,-0.03,-0.37,-0.42,0.68,-0.26,-0.48,-0.59,-0.24,-0.12,0.0,0.03,0
-0.2,-0.31,-0.24,-0.42,0.68,-0.26,-0.37,-0.23,-0.24,-0.7,0.0,-1.75,0
-0.2,-0.6,-0.24,-0.42,0.68,-0.26,-0.01,1.05,-0.24,-0.22,0.0,-1.75,0
-0.2,1.44,2.14,0.15,0.68,-0.26,-0.99,0.02,-0.24,-0.23,0.0,0.92,0
-0.2,-0.03,-0.72,-0.42,0.68,-0.26,-0.16,-1.69,-0.24,-0.17,0.0,0.03,0
-0.2,1.44,-0.11,2.38,0.68,-0.26,-0.23,1.05,-0.24,-0.23,0.0,0.92,0
-0.2,-0.12,0.09,0.15,-1.48,-0.26,-0.8,0.02,-0.24,-0.7,0.0,-0.86,0
-0.2,-0.12,-0.44,-0.42,-1.48,-0.26,-0.01,-0.09,-0.24,-0.7,0.0,0.92,0
-0.2,0.28,-0.37,-0.42,0.68,-0.26,-0.28,-0.09,-0.24,-0.7,0.0,0.92,0
-0.2,0.06,-0.67,-0.42,-1.48,-0.26,-0.37,-0.11,-0.24,-0.7,0.0,0.92,0
5.05,-0.31,5.47,-0.42,-1.48,-0.26,2.32,-0.77,-0.24,-0.7,0.0,-1.75,1
-0.2,0.06,-0.36,-0.42,-1.48,-0.26,0.28,1.05,-0.24,-0.7,0.0,-1.75,0
-0.2,1.44,-0.37,-0.42,-1.48,-0.26,-1.24,-1.69,-0.24,-0.24,0.0,0.92,0
-0.2,-1.18,0.09,-0.39,-1.48,-0.26,-0.16,1.05,-0.24,-0.7,0.0,-0.86,0
-0.2,-0.92,-0.37,-0.42,-1.48,-0.26,-0.37,-0.11,-0.24,-0.22,0.0,0.92,0
-0.2,-0.13,-0.5,-0.42,0.68,-0.26,0.03,0.02,-0.24,1.33,0.0,0.92,0
-0.2,0.06,1.3,-0.42,0.68,-0.26,3.34,-0.09,-0.24,1.04,0.0,0.03,0
-0.2,0.28,-0.46,-0.39,0.68,3.88,-0.21,1.05,-0.24,1.33,0.0,0.92,0
-0.2,-0.08,-0.11,-0.42,0.68,-0.26,2.32,-0.77,-0.24,-0.12,0.0,0.92,0
-0.2,-0.05,-0.36,-0.42,0.68,-0.26,-0.37,0.21,-0.24,-0.7,0.0,0.92,0
-0.2,-0.6,-0.68,-0.42,0.68,3.88,-0.1,-0.19,-0.24,-0.15,0.0,0.92,0
-0.2,1.18,1.85,-0.42,0.68,-0.26,0.79,-0.77,-0.24,-0.7,0.0,-0.86,1
-0.2,0.22,-0.73,2.38,0.68,-0.26,0.28,1.05,-0.24,1.04,0.0,0.92,1
-0.2,-0.48,-0.5,-0.42,0.68,-0.26,-0.73,-1.69,-0.24,1.33,0.0,0.92,0
-0.2,-0.08,-0.11,-0.42,0.68,-0.26,0.28,0.86,-0.24,-0.17,0.0,0.92,0
-0.2,-0.08,2.14,-0.42,0.68,-0.26,1.3,-0.23,-0.24,0.39,0.0,-0.86,0
-0.2,-0.6,-0.06,-0.42,0.68,-0.26,-0.16,0.86,-0.24,-0.15,0.0,-0.86,0
-0.2,-0.66,-0.5,-0.42,0.68,-0.26,-0.23,0.16,-0.24,-0.22,0.0,0.92,0
-0.2,-0.48,0.09,-0.15,0.68,-0.26,-0.8,0.86,-0.24,-0.7,0.0,0.92,0
-0.2,-0.13,-0.5,-0.42,0.68,-0.26,-0.73,-0.77,-0.24,1.04,0.0,0.92,1
-0.2,0.1,-0.46,-0.42,0.68,-0.26,-0.23,0.86,-0.24,-0.7,0.0,-1.75,0
-0.2,0.06,-0.37,-0.42,0.68,-0.26,-0.01,-0.77,-0.24,-0.7,0.0,0.92,0
-0.2,-0.12,-0.92,-0.15,-1.48,-0.26,-0.28,0.14,-0.24,-0.12,0.0,0.92,0
-0.2,0.28,1.75,-0.42,0.68,-0.26,-0.16,-0.09,-0.24,-0.17,0.0,-0.86,0
-0.2,0.04,0.29,-0.42,0.68,-0.26,1.81,1.05,-0.24,1.04,0.0,0.92,1
5.05,-0.48,-0.46,0.15,-1.48,-0.26,-0.01,0.14,-0.24,-0.15,0.0,0.92,0
-0.2,-0.12,-0.36,-0.42,-1.48,-0.26,-0.37,-0.23,-0.24,-0.7,0.0,-0.86,0
-0.2,-0.83,-0.55,-0.42,-1.48,-0.26,0.79,-1.69,-0.24,-0.7,0.0,0.92,1
-0.2,0.74,-0.31,2.38,0.68,-0.26,0.28,-0.77,-0.24,1.04,0.0,0.92,1
-0.2,-0.31,-0.46,2.38,0.68,-0.26,-0.1,-0.77,4.12,-0.7,0.0,0.92,0
-0.2,-0.03,-0.5,-0.42,0.68,-0.26,-0.28,-0.23,-0.24,-0.15,0.0,-0.86,0
-0.2,0.1,2.14,-0.42,0.68,-0.26,-0.16,0.02,-0.24,-0.23,0.0,0.92,0
-0.2,-1.01,2.17,-0.42,0.68,-0.26,1.3,-1.69,-0.24,-0.7,0.0,-0.86,1
-0.2,-0.05,0.75,-0.42,-1.48,-0.26,-0.48,1.05,-0.24,-0.7,0.0,-1.75,1
-0.2,-0.12,-0.37,-0.42,-1.48,-0.26,-0.23,-0.77,-0.24,-0.12,0.0,-0.86,0
-0.2,-0.03,0.09,-0.42,-1.48,-0.26,1.73,1.05,-0.24,-0.23,0.0,-0.86,0
-0.2,-0.13,-0.24,-0.42,-1.48,-0.26,1.73,-0.23,-0.24,-0.7,0.0,0.92,0
-0.2,-1.01,-0.5,-0.42,-1.48,-0.26,-0.23,-0.09,-0.24,-0.7,0.0,0.03,0
-0.2,-0.22,-0.11,-0.42,-1.48,-0.26,-0.04,-0.09,-0.24,-0.7,0.0,0.92,0
-0.2,-1.18,-0.37,-0.42,-1.48,-0.26,-0.04,-0.59,-0.24,-0.22,0.0,-0.86,0
-0.2,-0.48,-0.24,-0.42,0.68,-0.26,-0.1,0.16,-0.24,1.33,0.0,0.92,0
-0.2,1.0,2.14,2.38,0.68,-0.26,-0.48,-0.59,-0.24,1.04,0.0,-0.86,0
-0.2,-0.6,-0.28,2.38,0.68,3.88,-0.01,0.14,-0.24,-0.7,0.0,0.92,0
-0.2,1.96,-0.37,2.38,0.68,-0.26,-0.01,0.02,-0.24,1.33,0.0,0.03,0
-0.2,-0.6,-0.24,-0.42,0.68,-0.26,-0.56,-0.19,-0.24,1.04,0.0,0.92,0
-0.2,-0.12,0.09,-0.42,-1.48,-0.26,-0.04,-1.69,-0.24,-0.7,0.0,-1.75,0
-0.2,-0.08,-0.11,-0.42,-1.48,-0.26,-0.48,0.02,-0.24,1.33,0.0,0.92,0
-0.2,-0.05,0.08,2.38,-1.48,-0.26,-0.73,0.14,-0.24,-0.7,0.0,0.92,1
